cat_periodo,sector_macro,familia_carrera,total_alumnos
2008,Artes y Humanidades,Diseño de Vestuario,1531
2008,Artes y Humanidades,Diseño Gráfico,8461
2008,Artes y Humanidades,Diseño Teatral,39
2008,Artes y Humanidades,Doctorado en Ciencias Sociales,90
2008,Artes y Humanidades,Doctorado en Humanidades,397
2008,Artes y Humanidades,Filosofía,549
2008,Artes y Humanidades,Fotografía,748
2008,Artes y Humanidades,Historia,2236
2008,Artes y Humanidades,Licenciatura en Letras y Literatura,1753
2008,Artes y Humanidades,Magister en Arte y Arquitectura,289
2008,Artes y Humanidades,Magister en Ciencias Sociales,348
2008,Artes y Humanidades,Magister en Humanidades,994
2008,Artes y Humanidades,"Música, Canto o Danza",2721
2008,Artes y Humanidades,Otros Profesionales de Arte y Arquitectura,77
2008,Artes y Humanidades,Otros Profesionales de Humanidades,112
2008,Artes y Humanidades,Otros Técnicos de Arte y Arquitectura,550
2008,Artes y Humanidades,Otros Técnicos de Humanidades,7
2008,Artes y Humanidades,Postítulo en Arte y Arquitectura,107
2008,Artes y Humanidades,Postítulo en Ciencias Sociales,22
2008,Artes y Humanidades,Postítulo en Humanidades,481
2008,Artes y Humanidades,Realizador de Cine y Televisión,879
2008,Artes y Humanidades,Técnico en Ambientes e Interiores,219
2008,Artes y Humanidades,Técnico en Comunicación Audiovisual,937
2008,Artes y Humanidades,Técnico en Diseño de Vestuario,371
2008,Artes y Humanidades,Técnico en Diseño Gráfico,1704
2008,Artes y Humanidades,Técnico en Fotografía,404
2008,Artes y Humanidades,Técnico en Producción Gráfica y Multimedia,598
2008,Artes y Humanidades,Técnico en Sonido,1731
2008,Artes y Humanidades,Técnico en Traducción e Interpretariado,1226
2008,Artes y Humanidades,Traducción e Interpretación,3694
2008,"Ciencias naturales, matemáticas y estadística",Analista Químico,596
2008,"Ciencias naturales, matemáticas y estadística",Bachillerato y/o Licenciatura en Ciencias Básicas,3149
2008,"Ciencias naturales, matemáticas y estadística",Biología,1567
2008,"Ciencias naturales, matemáticas y estadística",Biología Marina y Ecología Marina,1574
2008,"Ciencias naturales, matemáticas y estadística",Bioquímica,1844
2008,"Ciencias naturales, matemáticas y estadística",Biotecnología,326
2008,"Ciencias naturales, matemáticas y estadística",Doctorado en Ciencias Básicas,1294
2008,"Ciencias naturales, matemáticas y estadística",Doctorado en Tecnología,102
2008,"Ciencias naturales, matemáticas y estadística",Física y Astronomía,1038
2008,"Ciencias naturales, matemáticas y estadística",Geología,896
2008,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil en Geomática y Geomensura,19
2008,"Ciencias naturales, matemáticas y estadística",Ingeniería Civil Matemática y Estadística,291
2008,"Ciencias naturales, matemáticas y estadística",Ingeniería en Geomensura y Cartografía,932
2008,"Ciencias naturales, matemáticas y estadística",Ingeniería en Matemática y Estadística,854
2008,"Ciencias naturales, matemáticas y estadística",Ingeniería en Recursos Renovables,433
2008,"Ciencias naturales, matemáticas y estadística",Magister en Ciencias Básicas,727
2008,"Ciencias naturales, matemáticas y estadística",Magister en Tecnología,241
2008,"Ciencias naturales, matemáticas y estadística",Matemática y/o Estadística,889
2008,"Ciencias naturales, matemáticas y estadística",Otras Ingenierías,260
2008,"Ciencias naturales, matemáticas y estadística",Otros Profesionales de Ciencias Básicas,291
2008,"Ciencias naturales, matemáticas y estadística",Postítulo en Ciencias Básicas,65
2008,"Ciencias naturales, matemáticas y estadística",Química Ambiental,250
2008,"Ciencias naturales, matemáticas y estadística","Química, Licenciado en Química",1054
2008,"Ciencias naturales, matemáticas y estadística",Técnico en Geología,46
2008,"Ciencias naturales, matemáticas y estadística",Técnico en Geominería,142
2008,"Ciencias naturales, matemáticas y estadística",Técnico en Medio Ambiente (Control y Gestión),238
2008,"Ciencias naturales, matemáticas y estadística",Técnico en Química (Análisis e Industrial),1283
2008,"Ciencias Sociales, Periodismo e Información",Antropología,1324
2008,"Ciencias Sociales, Periodismo e Información",Bachillerato y/o Licenciatura en Ciencias Sociales,1231
2008,"Ciencias Sociales, Periodismo e Información",Bibliotecología,341
2008,"Ciencias Sociales, Periodismo e Información",Ciencias Políticas,1882
2008,"Ciencias Sociales, Periodismo e Información",Comunicación Social,209
2008,"Ciencias Sociales, Periodismo e Información",Doctorado en Ciencias Sociales,193
2008,"Ciencias Sociales, Periodismo e Información",Geografía,1077
2008,"Ciencias Sociales, Periodismo e Información",Magister en Ciencias Sociales,3624
2008,"Ciencias Sociales, Periodismo e Información",Otros Profesionales de Ciencias Sociales,435
2008,"Ciencias Sociales, Periodismo e Información",Otros Técnicos de Ciencias Sociales,1
2008,"Ciencias Sociales, Periodismo e Información",Periodismo,7440
2008,"Ciencias Sociales, Periodismo e Información",Postítulo en Ciencias Sociales,481
2008,"Ciencias Sociales, Periodismo e Información",Postítulo en Humanidades,1
2008,"Ciencias Sociales, Periodismo e Información",Psicología,24309
2008,"Ciencias Sociales, Periodismo e Información",Sociología,3404
2008,"Ciencias Sociales, Periodismo e Información",Técnico en Bibliotecas y Centros de Documentación,219
2008,Educación,Bachillerato y/o Licenciatura en Educación,286
2008,Educación,Doctorado en Educación,473
2008,Educación,Magister en Educación,3660
2008,Educación,Otros Técnicos de Educación,74
2008,Educación,Pedagogía en Artes y Música,3206
2008,Educación,Pedagogía en Ciencias,4544
2008,Educación,Pedagogía en Educación Básica,25237
2008,Educación,Pedagogía en Educación de Párvulos,14372
2008,Educación,Pedagogía en Educación Diferencial,6698
2008,Educación,Pedagogía en Educación Física,17411
2008,Educación,Pedagogía en Educación Media,363
2008,Educación,Pedagogía en Educación Técnico Profesional,844
2008,Educación,Pedagogía en Educación Tecnológica,184
2008,Educación,Pedagogía en Filosofía y Religión,1717
2008,Educación,"Pedagogía en Historia, Geografía y Ciencias Sociales",6799
2008,Educación,Pedagogía en Idiomas,11167
2008,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano",4232
2008,Educación,Pedagogía en Matemáticas y Computación,4107
2008,Educación,Postítulo en Educación,3616
2008,Educación,Programas de Formación Pedagógica,426
2008,Educación,Psicopedagogía,6234
2008,Educación,Técnico Asistente del Educador de Párvulos,2996
2008,Educación,Técnico Asistente del Educador Diferencial,2008
2008,"Ingeniería, Industria y Construcción",Arquitectura,12507
2008,"Ingeniería, Industria y Construcción",Bachillerato y/o Licenciatura en Tecnología,451
2008,"Ingeniería, Industria y Construcción",Construcción Civil,4608
2008,"Ingeniería, Industria y Construcción",Diseño Industrial,1913
2008,"Ingeniería, Industria y Construcción",Doctorado en Arte y Arquitectura,40
2008,"Ingeniería, Industria y Construcción",Doctorado en Tecnología,401
2008,"Ingeniería, Industria y Construcción",Ingeniería Agroindustrial,536
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil Agrícola,291
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil Ambiental,928
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil Bioquímica,267
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil Eléctrica,1787
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil Electrónica,1935
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Agroindustrias,46
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biomédica,192
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Biotecnología y/o Bioingeniería,286
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Geografía,156
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Industrias Forestales,149
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Materiales,136
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Minas,1112
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Obras Civiles,1949
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Sonido y Acústica,266
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil en Telemática,309
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil Industrial,18089
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil Mecánica,2252
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil Metalúrgica,1264
2008,"Ingeniería, Industria y Construcción",Ingeniería Civil Química,1496
2008,"Ingeniería, Industria y Construcción","Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",10718
2008,"Ingeniería, Industria y Construcción",Ingeniería en Alimentos,2093
2008,"Ingeniería, Industria y Construcción","Ingeniería en Automatización, Instrumentación y Control",2058
2008,"Ingeniería, Industria y Construcción",Ingeniería en Biotecnología y Bioingeniería,1737
2008,"Ingeniería, Industria y Construcción",Ingeniería en Construcción,9186
2008,"Ingeniería, Industria y Construcción",Ingeniería en Electricidad,3396
2008,"Ingeniería, Industria y Construcción",Ingeniería en Electrónica,2417
2008,"Ingeniería, Industria y Construcción",Ingeniería en Geomensura y Cartografía,113
2008,"Ingeniería, Industria y Construcción",Ingeniería en Industria de la Madera,295
2008,"Ingeniería, Industria y Construcción",Ingeniería en Mecánica Automotriz,7444
2008,"Ingeniería, Industria y Construcción",Ingeniería en Mecatrónica,193
2008,"Ingeniería, Industria y Construcción",Ingeniería en Medio Ambiente,1892
2008,"Ingeniería, Industria y Construcción",Ingeniería en Metalurgia,658
2008,"Ingeniería, Industria y Construcción",Ingeniería en Minas,1290
2008,"Ingeniería, Industria y Construcción",Ingeniería en Proyectos Estructurales,57
2008,"Ingeniería, Industria y Construcción",Ingeniería en Química,1116
2008,"Ingeniería, Industria y Construcción",Ingeniería en Refrigeración y Climatización,304
2008,"Ingeniería, Industria y Construcción",Ingeniería en Sonido,1194
2008,"Ingeniería, Industria y Construcción",Ingeniería en Telecomunicaciones,708
2008,"Ingeniería, Industria y Construcción",Ingeniería en Telemática,137
2008,"Ingeniería, Industria y Construcción",Ingeniería Industrial,5510
2008,"Ingeniería, Industria y Construcción",Ingeniería Mecánica,4977
2008,"Ingeniería, Industria y Construcción",Ingeniería Naval,263
2008,"Ingeniería, Industria y Construcción",Ingeniería Textil,2
2008,"Ingeniería, Industria y Construcción",Magister en Arte y Arquitectura,198
2008,"Ingeniería, Industria y Construcción",Magister en Tecnología,1751
2008,"Ingeniería, Industria y Construcción",Otras Ingenierías,758
2008,"Ingeniería, Industria y Construcción",Otras Ingenierías Civiles,849
2008,"Ingeniería, Industria y Construcción",Otros Profesionales de Tecnología,1078
2008,"Ingeniería, Industria y Construcción",Otros Técnicos de Arte y Arquitectura,50
2008,"Ingeniería, Industria y Construcción",Otros Técnicos de Tecnología,151
2008,"Ingeniería, Industria y Construcción",Paisajismo,165
2008,"Ingeniería, Industria y Construcción",Postítulo en Arte y Arquitectura,22
2008,"Ingeniería, Industria y Construcción",Postítulo en Tecnología,141
2008,"Ingeniería, Industria y Construcción",Química Industrial,363
2008,"Ingeniería, Industria y Construcción",Técnico en Agroindustria,241
2008,"Ingeniería, Industria y Construcción",Técnico en Alimentos,911
2008,"Ingeniería, Industria y Construcción",Técnico en Biotecnología Industrial,221
2008,"Ingeniería, Industria y Construcción",Técnico en Construcción y Obras Civiles,6892
2008,"Ingeniería, Industria y Construcción",Técnico en Dibujo Arquitectónico,1370
2008,"Ingeniería, Industria y Construcción",Técnico en Dibujo Técnico,498
2008,"Ingeniería, Industria y Construcción",Técnico en Diseño de Áreas Verdes y Paisajismo,140
2008,"Ingeniería, Industria y Construcción",Técnico en Electricidad y Electricidad Industrial,3263
2008,"Ingeniería, Industria y Construcción",Técnico en Electromecánica,358
2008,"Ingeniería, Industria y Construcción",Técnico en Electrónica y Electrónica Industrial,1674
2008,"Ingeniería, Industria y Construcción",Técnico en Industria Forestal o de la Madera,261
2008,"Ingeniería, Industria y Construcción","Técnico en Instrumentación, Automatización y Control Industrial",1987
2008,"Ingeniería, Industria y Construcción",Técnico en Mantenimiento Industrial,1928
2008,"Ingeniería, Industria y Construcción",Técnico en Matriceria,74
2008,"Ingeniería, Industria y Construcción",Técnico en Mecánica Automotriz,6891
2008,"Ingeniería, Industria y Construcción",Técnico en Mecánica Industrial,1455
2008,"Ingeniería, Industria y Construcción",Técnico en Medio Ambiente (Control y Gestión),105
2008,"Ingeniería, Industria y Construcción",Técnico en Metalurgia,190
2008,"Ingeniería, Industria y Construcción",Técnico en Minería,321
2008,"Ingeniería, Industria y Construcción",Técnico en Procesos Industriales,526
2008,"Ingeniería, Industria y Construcción",Técnico en Proyecto y Diseño Mecánico,94
2008,"Ingeniería, Industria y Construcción",Técnico en Proyectos de Ingeniería,135
2008,"Ingeniería, Industria y Construcción",Técnico en Refrigeración y Climatización,407
